Associate Product Manager- Supply,"Delhi, Delhi",Squad,"We're looking for entrepreneurial people with the right mix of hunger, experience, and cultural fit to help us realize our vision of ‘re-imagining how work gets done'.
About Squad
Humans + AI = Future of Work
SquadVoice (http://squadvoice.co/?no_redirect): Traditional relationship-driven high-ticket consumer sales (like real estate) has zero intelligence and lacks sales acceleration tech. As a result, conversions are poor. We fix exactly that and enable teams to close 2-4x more deals in the same spend.
SquadVoice bridges the gap between marketing and sales by driving more qualified leads to sales-reps, increases ‘active pipeline', making reps more productive and accountable, thereby driving a 2-4x increase in deals. We're improving our funnel with every transaction that's going through the system as we're sitting on top of CRM data which no one's using.
After scaling this product in India, we launched SquadVoice in the US (https://www.squadvoice.co/?no_redirect), targeting the Real Estate industry, and are looking to scale this further. Here's the latest deck. (https://drive.google.com/file/d/1V-WesMyGc7Ekr8AdrA7Ma7JTqZpylOGT/view)
It's an exciting time at Squad. 6 months into our launch in the US Real Estate market, we are really blowing up (growing 50%+ MoM)! As we venture into our next phase of growth, we are looking for passionate individuals to be a part of our journey and co-build Squad with us.
What you'll be doing
You will own the supply side of problems end to end. You will be responsible for understanding & solving the current challenges in the supply funnel while ensuring the quality is maintained.
You will work closely with the supply (Call Agents) to improve their efficiency.
You will also stay in the loop with the customer success team to understand feedback from customers. You will actively manage this feedback and solve it as a product problem.
You will translate the roadmap into detailed requirements and prototypes. You will project manage the backlog and the end delivery. You will always keep an eye on the quality of solutions being delivered.
You will brutally prioritize problem statements where the focus is on the reach, impact, and time-to-ship of a solution. You need to be passionate about understanding customer's problems and dispassionate about what the best solution looks like.
You will define OKRs (http://eleganthack.com/the-art-of-the-okr/), and measure the success of all the releases
Keeping all the relevant stakeholders aligned during decision making (SPADE (https://firstround.com/review/square-defangs-difficult-decisions-with-this-system-heres-how/))
What you should have
Know-how of technology that goes behind the product.
Must be a self-starter who truly enjoys working in a fast-paced startup environment.
Strong analytical and quantitative skills; ability to use hard data and metrics to back up assumptions, recommendations, and drive actions.
Ability to clearly communicate and listen intently.
Wise, curious and independent learning machine.
Flexible to work across timezone
Strong verbal and written communication skills in English
We are building a US focussed product. So there will be days when you'll have to work across timezones in order to be able to interface with users, customers or the US team.
Traits & culture: Entrepreneurial & willing go the extra mile. Manager of one (https://signalvnoise.com/posts/1430-hire-managers-of-one). You can read more about our values and culture at: https://www.squadplatform.com/careers/
Logistics
Compensation: ₹9-12 LPA + ESOPs
Location: Noida, India
Timings: Flexible Work Hours
Why should you consider us seriously?
We believe that longer-term, people >> product & profits and prioritize culture over everything else. Check out http://bit.ly/culture-deck-squad. See Glassdoor reviews. (https://www.glassdoor.co.in/Reviews/Squad-Reviews-E1047049.htm)
We have an audacious vision of reimagining how work gets done! (https://twitter.com/shamiksharma/status/867671449871433729) We're one of the few applications of AI/ Machine Learning that actually has a massive market and business model to create a long term valuable business rather than a short-term acquisition play!
We have plans to grow 10x in the next 1.5 years.
We are a well-balanced team of experienced entrepreneurs and are backed by top investors across India and the Silicon Valley (Blume Ventures, Abstract Ventures, Emergent Ventures; Senior execs at Google, Square, Genpact & Flipkart; Co-founders of Infosys, Snapdeal, Slideshare, Zomato, etc)
Our platform empowers stay at home mothers and grey collared workers as a stable source of income across India and US. For us, this is truly impactful. Every day, we see success stories such as - how a single mother is sustaining herself (https://www.youtube.com/watch?v=EY4UzAuBpdg). Empowering our contractors to be financially independent (https://www.youtube.com/watch?v=F2ormM5UF08) is a strong part of our vision!
Other benefits
All meals are on the house :)
Unlimited vacation policy, which means you are not entitled to a specific number of leaves per year. You can take time off from work according to what suits you the best. Needless to say, the system works on trust and we expect you to make fair decisions based on the team's needs.
You can read more about our values and culture : https://www.squadplatform.com/careers/
This is just the beginning and we're here to change the world. :)"
Name,Location,Company,Description
Machine Learning part time job/internship at Multiple locations,"Delhi, Delhi",Arbunize Digital Media Private Limited,"About the company:
Arbunize is an online platform for building personal brands. It gives users space to work upon their skills and personality. Users are provided digital resumes to showcase their skills and automated career guides based on their personality, to succeed in their careers. Starting as an infographic resume builder, Arbunize is a platform for personal development. It provides users with a space to work on their skills and personality. It is a professional self-help platform for personal branding. Users are provided with automated career guides based on their personality and create infographic resumes showcasing their skills. Thus, it gives users a space to work on their skills, to discover their potential and find suitable career opportunities for themselves.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Working on code compliance for Python, NumPy, TensorFlow, and Keras 2. Building reusable code and libraries for future use and has sound logic to find the best coding practices and implementing them 3. Ensuring a clear dependency chain in regards to the application logic and included components 4. Optimizing applications for maximum speed and scalability 5. Working on Matplotlib for providing visualization 6. Programming & developing API using open source frameworks Django 7. Working on backend API development and Git versioning
Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 31st Aug'19 and 30th Sep'19
are available for duration of 2 months
have already graduated or are currently in any year of study
are from Delhi, Ghaziabad, Noida and neighboring cities
Females willing to start/restart their career may also apply
Number of internships/jobs available: 5
Categories: Machine Learning,Data Science"
Name,Location,Company,Description
System Analyst – Deep Learning || Delhi,"Delhi, Delhi",CCS Computers,"Job Description:
1.Customer interactions related to use-cases around ML (Machine Learning) / DL (Deep Learning); primarily getting them on the NVIDIA GPU acceleration stack for DL training & inferencing.
2.Helping customers set up their ML (Machine Learning) / DL (Deep Learning) infrastructure around Big Data typically unstructured datasets.
3.Having sound mathematical knowledge of ML (Machine Learning) / DL (Deep Learning) algorithms especially MLP (Multi-Layered Perceptron), CNN (Convolutional Neural Network) , RNN ( Recurrent Neural Network) & GANs (Generative Adversarial Network) for their problem statements.
4.Shifting their DevOps from traditional IT methodologies to automated & scalable IT solutions.
5.Setting up POCs for various use cases for clients as well as for internal product lines.
6.Helping clients from model training to deployment using the NVIDIA GPU hardware/software stack.
7.Help build the team training material & documentation for DLI training.
8.Serve as a single technical point of contact between the OEM & the client.

Skill Set:

1.Must have sound knowledge of Python programming language for software development.
2.Strong understanding of Python Language with proficiency in Algorithms & Data structures.
3.Hands on experience in Deep Learning frameworks like – Tensorflow/PyTorch/MxNET
4.Good understanding of DevOps tools like Docker & Kubernetes, Ansible
5.Excellent written and oral communication skills.
6.Sound mathematical understanding of Machine Learning.

Salary:
upto 3 LPA to 6 LPA

Other Benefits:
As per company policy

Industry:
IT Infrastructure

Functional Area:
Software Development

Role:
System Analyst


Desired Candidate Profile
Education-
UG:
BE/B-Tech

PG:

Minimum 2 yrs relevant."
Name,Location,Company,Description
Product Manager- Squad Assist,"Delhi, Delhi",Squad,"We're looking for entrepreneurial people with the right mix of hunger, experience, and cultural fit to help us realize our vision of ‘re-imagining how work gets done'.
About Squad
Humans + AI = Future of Work
SquadVoice (http://squadvoice.co/?no_redirect): Traditional relationship-driven high-ticket consumer sales (like real estate) has zero intelligence and lacks sales acceleration tech. As a result, conversions are poor. We fix exactly that and enable teams to close 2-4x more deals on the same spend.
SquadVoice bridges the gap between marketing and sales by driving more qualified leads to sales-reps, increases ‘active pipeline', making reps more productive and accountable, thereby driving a 2-4x increase in deals. We're improving our funnel with every transaction that's going through the system as we're sitting on top of CRM data which no one's using.
After scaling this product in India, we launched SquadVoice in the US (https://www.squadvoice.co/?no_redirect), targeting the Real Estate industry, and are looking to scale this further. Here's the latest deck. (https://drive.google.com/file/d/1V-WesMyGc7Ekr8AdrA7Ma7JTqZpylOGT/view)
It's an exciting time at Squad. 6 months into our launch in the US Real Estate market, we are really blowing up (growing 50%+ MoM)! As we venture into our next phase of growth, we are looking for passionate individuals to be a part of our journey and co-build Squad with us.
Requirements
Atleast, 2 years experience building a customer facing product
Education: Graduate (BE/BTech) in a relevant domain
Strong understanding of customer needs. Ability to empathize with the customer.
Good understanding of UX principles. Design experience will be a plus.
Experience designing & conducting customer interviews.
Experience building low-fidelity prototypes
Has an agile mindset. And yes, that doesn't mean putting in place a cookie cutter agile framework but it's more about staying true to the ethos of agile (https://agilemanifesto.org/)
Not shy of getting your hands dirty. Someone who understands that staying closer to the problem & forming a good domain context often involves doing some grunt work.
Ability to stay focused on outcomes over output. We operate in cross-functional teams (https://labs.spotify.com/2014/03/27/spotify-engineering-culture-part-1/) with OKRs (http://eleganthack.com/the-art-of-the-okr/). Excellent outcome based prioritization skills.
Traits & culture: Entrepreneurial & willing go the extra mile. Manager of one (https://signalvnoise.com/posts/1430-hire-managers-of-one). You can read more about our values and culture at: https://www.squadplatform.com/careers/.
Core responsibilities
Owning the roadmap (https://twitter.com/simplybastow/status/1168531672335343616) & strategy of the product area you'll be responsible for
You'll be working on a “zero one” problem with strong customer/user discovery
Designing & performing customer interviews to uncover blindspots & form deeper insights into how customers use our product
Iterate on provisional customer/user personas & form deeper understanding about their persona. Educate relevant teams about the same.
Responsible for defining the right outcomes/OKRs (http://eleganthack.com/the-art-of-the-okr/). Religiously tracking the outcomes to the granular level.
Prioritizing the right experiments in close collaboration with product engineers & product designers.
Perform rapid iterations with a fail-fast approach. Build rapid low-fidelity prototypes.
Looking at data & measure experiment results
Build & own backlog grooming sessions in close collaboration with relevant stakeholders. Keeping all the relevant stakeholders (biz development, customer success, design, engineering, biz operations, analysts) aligned during decision making (SPADE (https://firstround.com/review/square-defangs-difficult-decisions-with-this-system-heres-how/))
Defining mutual contracts with interfacing product teams
We are building a US focussed product. So there will be days when you'll have to work across timezones in order to be able to interface with customers or the US team.
Actively contribute towards growing the product culture at Squad

What's in it for you?
People who have joined us in the past have experienced tremendous growth. You will get to join our product team at a very early stage with significant potential for impact to our future growth. Check out our medium publication (https://medium.com/squad-engineering) for more. :)
Being part of a small team, you will also work directly with the founders and have good transparency into the business strategy, and get to see how a business is built. People who join Squad are extremely smart and you will end up forging lifelong bonds here. :)
Logistics
Compensation: ₹16-22 LPA + ESOPs
Location: Noida, NCR
Joining Date: Tomorrow ;)
Why should you consider us seriously?
We believe that longer term, people >> product & profits and prioritize culture over everything else. Check out http://bit.ly/culture-deck-squad. See Glassdoor reviews. (https://www.glassdoor.co.in/Reviews/Squad-Reviews-E1047049.htm)
We have an audacious vision of reimagining how work gets done! (https://twitter.com/shamiksharma/status/867671449871433729) We're one of the few applications of AI/ Machine Learning that actually has a massive market and business model to create a long term valuable business rather than a short-term acquisition play!
We have plans to grow 10x in the next 1.5 years.
We are a well-balanced team of experienced entrepreneurs and are backed by top investors across India and the Silicon Valley (Blume Ventures, Abstract Ventures, Emergent Ventures; Senior execs at Google, Square, Genpact & Flipkart; Co-founders of Infosys, Snapdeal, Slideshare, Zomato, etc)
Our platform empowers stay at home mothers and grey collared workers as a stable source of income across India and US. For us, this is truly impactful. Every day, we see success stories such as - how a single mother is sustaining herself (https://www.youtube.com/watch?v=EY4UzAuBpdg). Empowering our contractors to be financially independent (https://www.youtube.com/watch?v=F2ormM5UF08) is a strong part of our vision!
Other benefits
All meals are on the house :)
Unlimited vacation policy, which means you are not entitled to a specific number of leaves per year. You can take time off from work according to what suits you the best. Needless to say, the system works on trust and we expect you to make fair decisions based on the team's needs.
You can read more about our values and culture : https://www.squadplatform.com/careers/
This is just the beginning and we're here to change the world. :)"
Name,Location,Company,Description
Software Development Engineer,"Delhi, Delhi",JTS Trade Mart Private Limited,"Key responsibilities:
Own what you and your team create.
Serve as a lead engineer and critical path owner on solutions to complex problems.
Execute quality solutions in tandem with business and project management teams.
Strive for 100% efficiency by constantly automating newer processes and demands.
Broaden your technical expertise to be able to refine existing frameworks and build newer ones.
SSPAjobs
SDE II

BASIC QUALIFICATIONS
Bachelors (BS/BE) or Master's degree in Computer Science or equivalent
6+ months of experience in Software Development and full product life-cycles
Practical knowledge of data structures and complex algorithms with equivalent development skills to match
Proficiency in Java or equivalent object oriented languages, coupled with design and SOA
Sharp problem solving skills and ability to resolve ambiguous requirements
Ability to design for performance, scalability, and availability
Demonstrated experience in SQL and data modeling skills
Proficiency with at least one of Perl/Python/Ruby/Shell Script languages

PREFERRED QUALIFICATIONS
Experience in Machine learning
Knowledge of Web protocols like HTTP, REST, AJAX
Knowledge of XML and JavaScript
Familiarity with Pay for performance Ad model and the Internet advertisement industry
Experience with UI frameworks such as Spring MVC,jQuery
Experience with Amazon Web Services

Contact Person
Mr. Ajay 9354571934

Industry: Internet / Ecommerce
Functional Area: IT Software - Application Programming, Maintenance
Role Category: Programming & Design
Role: Software Developer
Employment Type: Full Time, Permanent

Desired Candidate Profile
Education: UG -B.Tech/B.E. - Computers, Diploma - Computers"
Name,Location,Company,Description
Artificial Intelligence Engineer (AI Engineer),"Safdarjung Enclave, Delhi, Delhi",Timble Technologies Pvt. Ltd.,"Job SummaryDo you want to shape the digitalization in the world of finance? Then join our Chapter Artificial Intelligence and Automation at Siemens Financial Services. Using Big Data and Artificial Intelligence we develop visions and solutions for the future of tomorrow. For these developments we need creative pioneers to kick-off innovative projects and identify first of its kind solutions.Responsibilities and DutiesIn your new role you will be part of an interdisciplinary team and support the development and operation of innovative Data Services based on Machine Learning and Artificial IntelligenceYou support the Automation and Orchestration of workflows across various cloud servicesYou enjoy working in agile DevOps environments to support our partners across various platformsYou develop toolsets, work instructions and processes in the area of Artificial Intelligence and AutomationYou keep your self up-to-date on cutting-edge technologies (i.e. by participating in expert conferences) and actively share knowledge and best-practices with the teamRequired Experience, Skills and QualificationsBachelors Degree in related field, advanced degree preferred2-3 years of Professional experience, preferably in Financial Services (either on IT or business side)Proficient in at least one of the following programming languages: Python, R, Java, JavaScript, C/C++Basic knowledge or practical experience with OS-level virtualization (e.g. Docker) and container orchestration (e.g. Kubernetes)BenefitsYou will be working in a multi-cultural environment.Competitive SalaryFriendly environmentNo Dress code6 days workingJob Types: Full-time, Walk-In.About Timble Technologies Pvt Ltd.Timble technologies Pvt Ltd is a IT firm founded by two IIT Delhi alumni.Researching and prototyping since September 2013.Team of 50+ IT Professional.Our Company provide Services to Paper Less Attendance System, Cyber Security and App Development.Timble Technologies Pvt Ltd.011- 41704731Job Type: Full-timeSalary: ₹30,000.00 to ₹40,000.00 /monthExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Higher Secondary(12th Pass) (Preferred)Industry:Software Development"
Name,Location,Company,Description
IT Business Development Consultant,"Delhi, Delhi",Knowru Limited,"Job SummaryKnowru LimitedAre you looking for an opportunity to work internationally and cross-functionally for a growing IT start-up company? Apply for Knowru’s VP of Business Development role - the company sells software products that are enhanced by AI and Machine Learning to institutional clients. It is a perfect opportunity for you if:You are interested in the AI and Machine Learning spaceYou want to work for a start-up but at the same time wish the company is stable (we are well funded by a Hong Kong PE company owned by one of the top 30 richest in the world)You want to work in a flat structure organization without hierarchyYou want to and are good at selling software products to businesses.Responsibilities and DutiesResponsibilitiesDevelop business opportunities to sell the company’s IT software products by finding potential clients or channels through which Knowru Limited can maximize its salesUtilize and manage sales teams and/or outsourced sales representatives in other countries to maximize the company’s covered regions and industries in a short period of timeSet and improve sales representatives Standards of Procedures (SOP) based on data and strategies to meet the company’s sales goalsTrain sales representatives on new and updated SOPsConduct marketing campaigns in appropriate channels, measure effectiveness of the campaigns and improve the effectivenessThis position is temporary lasting 3 to 6 months. This position requires 40 hours of work a week.Required Experience and QualificationsRequirementsCitizen of { the country } with no limitation to work in { the country } and travel internationallyWill have to travel (domestically and internationally) if needed (20-40% of time)Bachelor’s degree or above in IT (computer science, engineering) or sales (communication, business, economics, marketing)Excellent communication skills in English3 years or more of work experiences in IT-related fields3 years or more of work experiences related to business development or sales specialtiesData-driven and critical thinking abilitiesSincere and professional work attitude and mannerBenefitsBenefitsCan work from home if the employee chooses to do soCompetitive basis salaryCompetitive bonus salary based on sales performancesJob Types: Full-time, ContractSalary: ₹70,000.00 to ₹150,000.00 /monthExperience:IT: 2 years (Preferred)BD or Sales: 2 years (Required)Education:Diploma (Preferred)Location:Delhi, Delhi (Required)Industry:Software Development"
Name,Location,Company,Description
Machine Learning,"Delhi, Delhi",Chariot Tech,"Responsibilities:
Build and enhance tools to mine data at scale
Enable the integration of Machine Learning models in Chariot IoT Platform
Ensure the scalability of Machine Learning analytics across millions of networked sensors
Work with other engineering teams to integrate our streaming, batch, or ad-hoc analysis algorithms into Chariot IoT's suite of applications
Develop generalizable APIs so other engineers can use our work without needing to be a machine learning expert

Requirements :
Advanced degree in computer science, math, or similar field
A minimum of 3 years of experience in an analytics software company
Thrive in a fast-paced environment
End-to-end ownership of projects
Stellar listening and explanation skills
Strong programming skills, ideally with Scala (JavaScript and Python are a plus)
Experience with large-scale analytics paradigms (Map Reduce, Spark, NoSQL, etc.)
Disciplined approach to testing and quality assurance
Thorough knowledge of data structures, algorithms, profiling/optimization, and Object-Oriented and Functional Programming"
Name,Location,Company,Description
InfraOps / Cloud Engineer,"Delhi, Delhi",Shiftu Technology Pvt Ltd,"Job SummaryWe are looking for a talented Infrastructure Operations (InfraOps, DevOps) engineer to join our team and lead our cloud vision and help get our products in the hands of the people that will use them every day.Here are a few things that we need you to be good at:Designing, implementing, and maintaining cloud infrastructureMicro-service based architecture and Serverless deploymentBuilding and scaling fault-tolerant application pipelines running on Amazon Web Services (EC2, S3, RDS, Aurora, Lambda, Batch, Cognito, Secrets Manager, etc) and Microsoft Azure (Azure Active Directory / Identity Management, Azure Storage, Azure API Management, Azure Kubernetes Service, Azure Functions / Serverless, etc.)Capacity planning and scaling, CDN, load balancer setup, caching, compute optimizations, continuous integration, delivery pipelines, etc.Experience with Docker, and building databases to handle high volume and high loadData security, protection, and privacyManagement, events, logs, etc.Solid experience with Linux and system administrationTerraform, Cloudformation, Jenkins, etc.Coding and scripting abilities (Python, bash, shell, SQL, etc.)AWS/Azure CertificationsResponsibilities and DutiesNetwork ArchitectureIdentity and Access ManagementNetwork and application security, encryption, and system hardeningCertificate and key managementLogging, monitoring, and performanceData migration, back up and redundancy, disaster recoveryDeployment orchestrationBilling monitoringKey SkillsExperience deploying cloud infrastructure for machine learning and artificial intelligence Experience working with scalable networking technologies like load balancers, firewalls, web standard (REST APIs, web security mechanisms) Experience working with other deployment and orchestration technologies (such as Kubernetes, Mesos, OpenStack, Puppet, Chef, Salt, Ansible) Solid understanding of open source server software (such as NGINX, RabbitMQ, Redis, Elasticsearch). Service Mesh (Istio, Linkerd) Kong or Apigee API Gateways International IT security practices and standards Familiarity with other cloud platforms like IBM CloudRequired Experience and QualificationsConstantly reflect on system design and modularizationFeel mildly ashamed when someone finds a hole you didn't think of (i.e. you test your work before considering them ""done”) or when something goes downAre a purist at heart, but a pragmatist in practiceCare little about the buzz in AI and rather enjoying finding new solutions to challenging problemsJob Type: Full-timeSalary: ₹20,000.00 to ₹40,000.00 /monthExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Bachelor's (Preferred)Industry:Software Development"
Name,Location,Company,Description
Program & Partnership Associate (Female Prefered),"Delhi, Delhi",Saral Design Solutions Pvt Ltd,"Job SummaryJob SummaryAt Saral Designs, we are constantly on the mission of making better products for our customers and increasing access to menstrual hygiene in communities. We are growing our team to take our innovations to their beneficiaries. The Program and Partnership Associate’s primary responsibilities are to oversee monitoring and evaluation implementation of the projects undertaken by the company, maintain excellent partner relationships, onboard new machine partners, engage in field activities for raising awareness and increasing our outreach.Saral Designs has developed world’s first automatic and compact ultra-thin sanitary napkin making machine – Swachh. With local production and distribution at a decentralized scale using Swachh, several local manufacturers can produce sanitary napkins at low cost, closer to the consumer increasing last mile access.Your role is to identify and hand-hold these change makers who will be our production partners and hand hold them for solving the problem of menstrual hygiene in this country.Responsibilities and DutiesResponsibilities and DutiesEnsure effective and efficient program monitoring; reporting processes are in place and implemented for all program activitiesWork with the program implementation team to make sure every project being implemented (and developed) has a Log Frame or Results Framework.Ensure that lessons, learning, and research around program quality is carried out and used for program quality improvement;Lead the implementation, monitoring & evaluationConduct awareness sessions with field staffCarry out baseline and endline with the field staff for the projects undertaken by the organisationCarry out data collection and analysis for impact assessment and document findings to share with various stakeholdersMaintain on-ground data for stakeholdersMeet clients, understand their needs and hand-hold them through the process of purchase and set-up of SwachhHave a good understanding of the Engineering behind Swachh and the business aspects of the production unitHandle end to end client servicing and business development all over India and abroadAble to structure deals and develop strong client relationships and increase revenueResponsible for all the revenue targets for SwachhCoordinate with the internal teams to execute deals seamlesslySupport the Client with their future requirements like raw materials sourcing, connecting with potential distributors by coordinating with internal teamsRequired Experience, Skills and QualificationsRequired Experience, Skills and QualificationsRequirements: (Females only)Willingness to travel Mumbai HQ and all over the country for program activitiesAbility to connect with beneficiaries and stakeholder to forge strong relationshipsStart-up attitude: quick execution, self-drive and willingness to work long hoursStrong written and verbal communication skills, able to deliver clear, concise information to partners, clients and teamAn empathetic, creative and analytical problem-solving mindsetEnthusiastic to work on field and share experiences with rest of the team2 years of experience in on-ground implementation of projects in the social sector or social marketingA commercially astute and customer focused individual, with a sales track record and a proven ability to foster strong business relationshipJob Type: Full-timeSalary: ₹300,000.00 to ₹360,000.00 /yearJob Type: Full-timeExperience:work: 2 years (Preferred)total work: 3 years (Preferred)Education:Master's (Preferred)Location:Navi Mumbai, Maharashtra (Preferred)Industry:Community & Social Service"
Name,Location,Company,Description
International Learning Consultant | Global Edtech Startup,"Delhi, Delhi",Unnati,"Job Description
Here is an opportunity for a fantastic career filled with learning and growth in a vibrant, intellectually challenging environment!

Our client is a digital learning platform designed to empower working professionals to develop competencies to accelerate their career progression.They have delivered programs for 2 million learning hours in partnership with leading business schools.

As an International Learning Consultant , your responsibility will be to convert online prospects into customers.

What you will do:

Being the company's Brand Ambassador and contributing to the growth of the company
Engaging with mid-senior level industry professionals and counselling them on the company's top ranked programs in the field of analytics, cloud computing, machine learning and data science (hybrid learning programs)
Understanding and effectively communicating the company's offerings to international prospects
Interacting with leads (Inbound/Outbound) pan India and converting them into applications
Handling prospects that are generated from the efforts of the international marketing team
Gathering insights from the sales calling process and sharing with the marketing team for process improvement
Delivering high level of customer satisfaction
Meeting targets and deadlines in the given timeframe
Required Candidate profile
What you need to have:
Experience: 2 to 5 years in counseling or inside sales or business development (education industry preferred)
Excellent written and spoken English and pitching skills
Good convincing ability and confident personality
Data driven approach towards the sales process
Age range - 23-29 years.
Candidates should be flexible / open for UK Shift (Upto midnight)
Keyskills
OutboundSalesInternational MarketingTelesalesCustomer SatisfactionProcess ImprovementInside SalesInbound
Desired Candidate Profile
Please refer to the Job description above
Company Profile
Unnati
Our client is a digital learning platform designed to empower working professionals to develop competencies to accelerate their career progression.They have delivered programs for 2 million learning hours in partnership with leading business schools.
Recruiter Name:akshay@myunnati.comContact Company:UnnatiReference Id:ILC001@GLRWebsite:http://www.myunnati.com"
Name,Location,Company,Description
Backend Software Development Engineer II,"Delhi, Delhi",Stanza Living,"Requirements:
Good with Data Structures and Algorithms, OO Design Patterns.
JavaEE (Spring, Hibernate), MYSQL, MongoDB.
Good knowledge of Computer Networking and Operating System concepts, Amazon Web services.
Comfortable working with front end (Web) technologies - JavaScript / JQuery.
Exposure to Angular, Angular-Ionic, React, React Native will be a plus.
Exposure to Artificial Intelligence/Machine Learning fundamentals will be a plus."
Name,Location,Company,Description
Associate - CEOs Office,"New Delhi, Delhi",Squad,"Associate | CEOs Office at Squad
We're looking for an entrepreneurial candidate with strong analytical and communication skills to join the CEO's office at Squad.
This requires a candidate who is extremely motivated, dedicated, and passionate about entrepreneurship. It's a high growth opportunity to be part of fast-growing startup!

About Squad
Humans + AI = Future of Work
SquadVoice (http://squadvoice.co/?no_redirect): Traditional relationship-driven high-ticket consumer sales (like real estate) has zero intelligence and lacks sales acceleration tech. As a result, conversions are poor. We fix exactly that and enable teams to close 2-4x more deals on the same spend.
SquadVoice bridges the gap between marketing and sales by driving more qualified leads to sales-reps, increases ‘active pipeline', making reps more productive and accountable, thereby driving a 2-4x increase in deals. We're improving our funnel with every transaction that's going through the system as we're sitting on top of CRM data which no one's using.
After scaling this product in India, we launched SquadVoice in the US (https://www.squadvoice.co/?no_redirect), targeting the Real Estate industry, and are looking to scale this further. Here's the latest deck. (https://drive.google.com/file/d/1V-WesMyGc7Ekr8AdrA7Ma7JTqZpylOGT/view)
It's an exciting time at Squad. 6 months into our launch in the US Real Estate market, we are really blowing up (growing 50%+ MoM)! As we venture into our next phase of growth, we are looking for passionate individuals to be a part of our journey and co-build Squad with us.

Overall Responsibilities
Working closely with various departments, increasingly in a consulting role, assisting line managers to understand and implement policies and procedures to scale the business.
Be the face of the company for talent acquisition and corporate communication activities across different channels.
Identify and execute Bizops initiatives to remove the growth bottlenecks for the company.
Help the CEO in navigating key challenges being faced by the firm across functions.
Investor Relations: Support CEO with investor communication and keeping them updated with the KPIs of the business
Requirements
1-3 years entrepreneurial experience (serious student startup experience counts).
Excellent written and oral communication skills and the ability to express thoughts logically and succinctly.
Sales, ownership and insane hustle.
Attention to detail.
Someone who is willing to learn and take challenges.
Education: Graduate in any domain (drop-outs are cool as well!)
Why should you consider us seriously?
We believe that longer-term, people >> product & profits and prioritize culture over everything else. Check out http://bit.ly/culture-deck-squad. See Glassdoor reviews. (https://www.glassdoor.co.in/Reviews/Squad-Reviews-E1047049.htm)
We have an audacious vision of reimagining how work gets done! (https://twitter.com/shamiksharma/status/867671449871433729) We're one of the few applications of AI/ Machine Learning that actually has a massive market and business model to create a long term valuable business rather than a short-term acquisition play!
We have plans to grow 10x in the next 1.5 years.
We are a well-balanced team of experienced entrepreneurs and are backed by top investors across India and the Silicon Valley (Blume Ventures, Abstract Ventures, Emergent Ventures; Senior execs at Google, Square, Genpact & Flipkart; Co-founders of Infosys, Snapdeal, Slideshare, Zomato, etc)
Our platform empowers stay at home mothers and grey collared workers as a stable source of income across India and US. For us, this is truly impactful. Every day, we see success stories such as - how a single mother is sustaining herself (https://www.youtube.com/watch?v=EY4UzAuBpdg). Empowering our contractors to be financially independent (https://www.youtube.com/watch?v=F2ormM5UF08) is a strong part of our vision!
Other benefits
All meals are on the house :)
Unlimited vacation policy, which means you are not entitled to a specific number of leaves per year. You can take time off from work according to what suits you the best. Needless to say, the system works on trust and we expect you to make fair decisions based on the team's needs.
You can read more about our values and culture: https://www.squadplatform.com/careers/
This is just the beginning and we're here to change the world. :)

Compensation:
INR 4.2 - 6 Lacs per annum + up to 4 Lacs of ESOPs.
Location - Noida"
Name,Location,Company,Description
C++ Developer,"Delhi, Delhi",Hooklabs,"Responsibilities:
In-house software development in C++, developing framework architecture and maintenance.

Requirements:
You have a strong hold on C++ and understand software development framework team person with a passion for solving hard problems in novel ways.
Comfortable working in high growth, start-up like environment.
The ideal candidate will have a stronghold in his/her programming skills in C++ and good knowledge of software development architectures, data structures, machine learning, working with new and traditional algorithms, candidates having good statistics background and/or having experience will be preferred."
Name,Location,Company,Description
